씬 ID,대화 ID,대화 종류,화자,대사,선택지 ID,연결된 대화 ID,삽화,초상화,표시 아이템,효과음,배경음악
,51,VerandaDialogue,이채린,...,,,,CharinNormal_Portrait,,,
,,,,음...,,,,,,,
,,,,제가 고등학교 자퇴를 했어요. 일이 좀 있었거든요.,,,,,,,
,,,,자퇴하고는 제가 미래에 뭐 하고 살지...어떤 거 하고 살지 고민하다가...,,,,CharinSmile_Portrait,,,
,,,,전 제가 가장 좋아하는 걸 직업으로 삼고 싶었어요.,,,,,,,
,,,,그래서 제가 뭘 좋아할지 이것저것 고민해 보니...옷이 가장 좋은 거에요.,,,,,,,
,52,VerandaDialogue,김진혁,오...,,,,NamNormal_Portrait,,,
,,,,옷이 좋은 이유라도 있어요?,,,,,,,
,53,VerandaDialogue,이채린,음...,,,,CharinNormal_Portrait,,,
,,,,같은 사람이더라도 옷에 따라 달라지는 분위기가 처음에 신기하고 좋았어요.,,,,,,,
,,,,그리고 꾸민 제 모습을 거울로 보면 괜스레 기분도 좋아지는 거 있죠?,,,,CharinSmile_Portrait,,,
,,,,그래서 옷이 좋은 거 같아요.,,,,,,,
,,,,그리고 제가 꿈이 하나 있어요. ,,,,,,,
,54,VerandaDialogue,김진혁,어떤 거에요?,,,,NamNormal_Portrait,,,
,55,VerandaDialogue,이채린,저만의 옷 집을 오픈하는 게 꿈이에요.,,,,CharinSmile_Portrait,,,
,,,,거기 방문하시는 손님들에게 옷 추천도 해주고@ 제가 만든 옷도 팔아보고 싶거든요.,,,,,,,
,,,,여튼 그래서 패디과가 있는 대학교에 가게 된 거예요.,,,,,,,
,56,VerandaDialogue,김진혁,와...그렇구나.,,,,NamNormal_Portrait,,,
,,,,누나 꾸며 입은 모습도 되게 궁금하네요.,,,,NamSmile_Portrait,,,
,57,VerandaDialogue,이채린,ㅎㅎ...,,,,CharinSmile_Portrait,,,
,58,VerandaDialogue,이채린,그럼 진혁씨는 무슨 과 나왔어요?,,,,CharinSmile_Portrait,,,
,59,VerandaDialogue,김진혁,무슨 과 나왔을 거 같아요?,,,,NamSmile_Portrait,,,
,60,VerandaDialogue,이채린,음...ㅋㅋㅋㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,,,,너무 얼굴에 정답이 적혀있는데요.,,,,,,,
,,,,컴공? 뭔가 그쪽일 거 같은데요.,,,,,,,
,61,VerandaDialogue,김진혁,...,,,,NamNormal_Portrait,,,
,,,,정답입니다...,,,,NamSuprised_Portrait,,,
,62,VerandaDialogue,이채린,ㅋㅋㅋㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,,,,되게 뻔한 답이었던 거 보인도 알고 있지 않아요? ㅋㅋㅋ,,,,,,,
,63,VerandaDialogue,김진혁,그러게요....ㅋㅋㅋ,,,,NamSmile_Portrait,,,
,,,,여튼@ 맞아요. 저 컴공 나왔어요. ,,,,,,,
,,,,음...사실...,,,,NamNormal_Portrait,,,
,,,,원래는 컴공 쪽으로 갈지 말지 고민만 하다가@ 제가 진짜 좋아하는 게임이있었어요.,,,,,,,
,,,,그 게임을 하면서 ‘꼭 이 게임처럼 즐겁고 재밌는 게임을 만들어보자!’ 라는 꿈을 가지게 돼서 컴공 쪽으로 간게 된거 에요.,,,,NamSmile_Portrait,,,
,64,VerandaDialogue,이채린,좋네요.,,,,CharinSmile_Portrait,,,
,,,,...후,,,CV_Smoking_Illustration,CharinNormal_Portrait,,,
,,,,자기 좋아하는 걸 하는 게 참 좋은 거 같아요.,,,,CharinSmile_Portrait,,,
,,,,그럼 대학교 졸업하고 취직했던 거에요?,,,CV_HandSmoke_Illustration,,,,
,65,VerandaDialogue,김진혁,아@ 아뇨.,,,,NamNormal_Portrait,,,
,,,,그건 아니고@ 1학년 다니고 군대 갔다 와서 조기 취업했어요.,,,,,,,
,66,VerandaDialogue,이채린,오~ ,,,,CharinSuprised_Portrait,,,
,,,,되게 실력이 좋았나 봐요?,,,,CharinEyeSmile_Portrait,,,
,,,,1학년 다니고 조기 취업한거 보면.,,,,,,,
,67,VerandaDialogue,김진혁,하하...,,,,NamSmile_Portrait,,,
,,,,이래저래 운이 좋았던 거 같아요...,,,,NamSmile_Portrait,,,
,,,,(진짜 운이 좋았다...),,,,NamNormal_Portrait,,,
,,,,(운이 좋았나...?),,,,,,,
,,,,(...),,,,,,,
,,,,(만약 과거로 돌아간다면 그 거지 같은 회사에 아마 지원조차도 안 했을 것이다.),,,,,,,
,,,,그러고 보니 누나는 대학교 졸업했어요?,,,,NamNormal_Portrait,,,
,68,VerandaDialogue,이채린,음...아뇨.,,,,CharinNormal_Portrait,,,
,,,,저는 중간에 자퇴했어요.,,,,,,,
,69,VerandaDialogue,김진혁,네? 왜요?,,,,,,,
,70,VerandaDialogue,이채린,음...,,,,CharinNormal_Portrait,,,
,,,,설명하자면 긴데...대학교가 저랑 좀 안 맞았던 거 같아요.,,,,,,,
,,,,되게...갇혀있었다고 해야 하나@ 그런 느낌이 좀 들었거든요.,,,,,,,
,,,,그래서 몇 달 정도 고민하다가 자퇴했어요.,,,,CharinSmile_Portrait,,,
,,,,대학교는 한...음...아마 1년 정도 다닌 거 같아요.,,,,,,,
,,,,자퇴한 거에 딱히 후회는 없어요. 오히려 자퇴하고 더 잘 지내고 있거든요.,,,,,,,
,71,VerandaDialogue,김진혁,오...,,,,NamNormal_Portrait,,,
,72,VerandaDialogue,이채린,저 갑자기 궁금한데@ 그럼 진혁씨는 지금 휴학한 거에요?,,,,CharinSmile_Portrait,,,
,73,VerandaDialogue,김진혁,아...네.,,,,NamNormal_Portrait,,,
,,,,아마 다다음 연도부터 다시 다닐꺼 같아요.,,,,,,,
,74,VerandaDialogue,이채린,좋네요.,,,,CharinSmile_Portrait,,,
,,,,대학교는 어땠어요?,,,,,,,
,75,VerandaDialogue,김진혁,음...그냥 평범한 대학교였어요.,,,,NamNormal_Portrait,,,
,,,,(딱히 할 얘기가 없네...),,,,,,,
,,,,(학교생활은...잘 모르겠다.),,,,,,,
,,,,(그저 수업 잘 듣고@ 과제 잘했던 학생 정도로 대학을 다녀서...),,,,,,,
,,,,(학교 생활 자체는 잘 못 즐겼던 거 같다...),,,,,,,
,,,,누나네 학교는 어땟어요?,,,,,,,
,76,VerandaDialogue,이채린,음 저희 학교는...,,,,CharinNormal_Portrait,,,
,,,,그 정도로 좋은 학교는 아니었어요.,,,,,,,
,,,,저도 조건이 되는 학교 중의 하나가 거기라서 다닌 거지.,,,,CharinSmile_Portrait,,,
,,,,아마 과거로 돌아간다면 이 학교 말고 다른 학교 가려고 엄청 노력했을 거에요.,,,,,,,
,77,VerandaDialogue,김진혁,그 정도예요...?,,,,NamNormal_Portrait,,,
,78,VerandaDialogue,이채린,그 정도로 좋지는 못했죠.,,,,CharinCloseEye_Portrait,,,
,,,,그래도 뭐 학교에 다녔던걸 후회하진 않아요.,,,,CharinSmile_Portrait,,,
,,,,살면서 대학교 경험은 꼭 하고 싶었거든요.,,,,,,,
,79,VerandaDialogue,김진혁,그럼 누나는 대학생 때 어떤 모습이었어요?,,,,NamNormal_Portrait,,,
,80,VerandaDialogue,이채린,음.....,,,,CharinNormal_Portrait,,,
,,,,음........,,,,CharinCloseEye_Portrait,,,
,,,,음............,,,,,,,
,81,VerandaDialogue,김진혁,(뭐지...),,,,NamNormal_Portrait,,,
,,,,(말하지 못하는 과거...그런 건가...?),,,,,,,
,82,VerandaDialogue,이채린,좀...놀고 다녔죠...ㅋㅋㅋㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,,,,제 입으로 말하긴 그런데 확실히 초반에는 정말 많이 놀았던 거 같아요.,,,,,,,
,,,,술 죽어라 마시고...과팅도 해보고...시내도 놀러 다니고...,,,,,,,
,,,,그땐 철이 좀 없었죠 ㅋㅋㅋ,,,,,,,
,83,VerandaDialogue,김진혁,와...,,,CV_Smoking_Illustration,NamSuprised_Portrait,,,
,,,,(완전 쎼다...),,,,,,,
,,,,팔에 있는 타투도 그때 한 거에요?,,,CV_HandSmoke_Illustration,,,,
,84,VerandaDialogue,이채린,네@ 딱히 할 생각은 없었는데 되게 이뻐 보이길래 한 번 해봤어요.,,,,CharinSmile_Portrait,,,
,,,,...어떤 거 같아요?,,,,,,,
,85,VerandaDialogue,김진혁,솔직히...좀...,,,,NamNormal_Portrait,,,
,86,VerandaDialogue,이채린,좀...?,,,,CharinNormal_Portrait,,,
,87,VerandaDialogue,김진혁,무서우면서 멋있는 거 같아요...,,,,NamSmile_Portrait,,,
,88,VerandaDialogue,이채린,ㅋㅋㅋㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,,,,그런 감상평은 또 처음이네요.,,,,CharinSmile_Portrait,,,
,,,,욕은 안 해줘서 고마워요.,,,,,,,
,,,,이거 타투로 욕하는 사람이 좀 있었거든요.,,,,,,,
,,,,딱히 신경 안 쓰고 지내고 있긴 한데...조금 거슬리기는 하죠.,,,,,,,
,89,VerandaDialogue,김진혁,다들 참 그런 거에 관심이 많네요.,,,,NamNormal_Portrait,,,
,90,VerandaDialogue,이채린,그러니까요...ㅋㅋㅋ,,,,CharinSmile_Portrait,,,
,,,,...후,,,CV_Smoking_Illustration,CharinNormal_Portrait,,,
,,,,그러고 보니까 진혁씨는 대학생 때 어떤 모습이었어요?,11,,,CharinSmile_Portrait,,,
,91,VerandaDialogue,김진혁,대학생 때...,,,CV_HandSmoke_Illustration,NamNormal_Portrait,,,
,,,,그런 사람 있잖아요? 적당히 겉돌지 않으면서 조용히 지내는 사람.,,,,,,,
,92,VerandaDialogue,이채린,그런 느낌 알죠.,,,,CharinNormal_Portrait,,,
,93,VerandaDialogue,김진혁,제가 딱 그런 느낌이었어요.,,,,NamNormal_Portrait,,,
,,,,막 시끄럽거나 그러지도 않고@ 조용히 잔잔하게 학교생활 보내던 사람.,,,,,,,
,94,VerandaDialogue,이채린,저랑은 반대네요.,,,,CharinSmile_Portrait,,,
,95,VerandaDialogue,김진혁,그렇죠 ㅋㅋㅋ,,99,,NamSmile_Portrait,,,
,96,VerandaDialogue,김진혁,그럭저럭...,,,,NamNormal_Portrait,,,
,,,,뭐 그냥 지냈던 거 같아요.,,,,,,,
,97,VerandaDialogue,이채린,...그렇군요.,,,,CharinNormal_Portrait,,,
,98,VerandaDialogue,김진혁,네...,,,,NamNormal_Portrait,,,
,99,VerandaDialogue,이채린,여튼 대학 얘기하는 것도 되게 오랜만이네요.,,,,CharinSmile_Portrait,,,
,,,,자퇴한 뒤로는 알바 열심히 하면서 돈 모으고 그랬거든요.,,,,,,,
,,,,막연히 옷 가게를 차리고 싶다는 생각으로 열심히 했던 거 같아요.,,,,,,,
,,,,...후,,,CV_Smoking_Illustration,CharinNormal_Portrait,,,
,100,VerandaDialogue,김진혁,그럼 요새는 어때요?,,,,NamSuprised_Portrait,,,
,101,VerandaDialogue,이채린,어떤 거요?,,,CV_HandSmoke_Illustration,CharinNormal_Portrait,,,
,102,VerandaDialogue,김진혁,요즘에도 옷 가게 차리고 싶다는 생각하고 있어요?,,,,NamNormal_Portrait,,,
,103,VerandaDialogue,이채린,음...솔직히 말해서...,,,,CharinCloseEye_Portrait,,,
,,,,요즘에는 잘 모르겠어요.,,,,CharinNormal_Portrait,,,
,,,,그냥 흘러가는 대로 살고 있는 기분이에요.,,,,CharinSmile_Portrait,,,
,,,,약간 번아웃 같기도 하고...잘 모르겠어요.,,,,,,,
,,,,뭘 해도 의욕이 안 나고@ 그저 주어진 하루하루만 살아가는 기분이에요.,,,,,,,
,104,VerandaDialogue,김진혁,...,,,,NamNormal_Portrait,,,
,105,VerandaDialogue,이채린,...,,,,CharinNormal_Portrait,,,
,,,,뭐 아직 나이는 어ㄹ...,,,,,,,!StopMusic
,,,,아...,,,,CharinSuprised_Portrait,,,
,106,VerandaDialogue,김진혁,...?,,,CV_NoSmoke_Illustration,NamNormal_Portrait,,,
,107,VerandaDialogue,이채린,...아무것도 아니에요.,,,,CharinSuprised_Portrait,,,
,,,,...,,,,CharinNormal_Portrait,,,
,108,VerandaDialogue,김진혁,...,,,,NamNormal_Portrait,,,
,109,VerandaDialogue,이채린,저...잠깐 화장실 다녀올게요.,,,,CharinNormal_Portrait,,,
,110,VerandaDialogue,김진혁,아...네...다녀오세요.,,,,NamNormal_Portrait,,,
,,,,(...뭐지),,,Veranda_Illustration,,,Beranda_Sound_SFX,
,,,,(분명 뭔갈 말하려고 하신 거 같은데...),,,,,,,
,,,,(나이...?),,,,,,,
,,,,(음...),,,,,,,
,,,,(모르겠네...),,,,,,,
,,,,(그냥 뭐 말실수 하신 거겠지.),,,,,,,
,,,,(...),,,,,,,
,,,,(대학이라...굳이 다녀야 하나...),,,,,,,
,,,,(솔직히 이런 생활도 괜찮은 거 같은데...),,,,,,,
,,,,(...),,,,,,,
,,,,(음...아마 내년에 되면 생각이 또 바뀌겠지...?),,,,,,,
,,,,(짤린지도 벌써 반년은 넘었네...),,,,,,,
,,,,(...),,,,,,,
,,,,(요즘엔 나도 의욕이 예전만큼 나지는 않네...),,,,,,,
,,,,(대학 생활 할 때까지만해도 ‘즐겁고 재밌는 게임을 만들자!’ 이런 얘기 하면서 의욕 충만했는데...),,,,,,,
,,,,(지금은 나도 모르겠다...),,,,,,,
,,,,(...),,,,,,,
,,,,(...),,,,,,,
,,,,(...),,,,,,,
,111,VerandaDialogue,이채린,갔다 왔어요.,,,CV_NoSmoke_Illustration,CharinNormal_Portrait,,Beranda_Sound_SFX,NormalTalk_BGM
,112,VerandaDialogue,김진혁,...,,,,NamNormal_Portrait,,,
,113,VerandaDialogue,이채린,음?,,,,CharinNormal_Portrait,,,
,,,,왜 그래요?,,,,CharinSmile_Portrait,,,
,,,,되게 생각이 많아진 얼굴인데요?,,,,,,,
,114,VerandaDialogue,김진혁,아무것도 아니에요.,,,,NamNormal_Portrait,,,
,115,VerandaDialogue,이채린,음...그래요...,,,,CharinNormal_Portrait,,,
,116,VerandaDialogue,김진혁,...,,,CV_Smoking_Illustration,NamNormal_Portrait,,,
,117,VerandaDialogue,이채린,...,,,,CharinNormal_Portrait,,,
,118,VerandaDialogue,김진혁,...오랜만에 저도 제 꿈에 대해서 생각해 보니까 그런 거 같아요.,,,,NamNormal_Portrait,,,
,119,VerandaDialogue,이채린,...,,,,CharinNormal_Portrait,,,
,,,,재밌는 게임 만들고 싶다던 꿈 말하는 거 맞죠?,,,CV_HandSmoke_Illustration,CharinSmile_Portrait,,,
,120,VerandaDialogue,김진혁,네.,,,,NamSuprised_Portrait,,,
,121,VerandaDialogue,이채린,회사 다니면서 그래도 한두 개는 만들지 않았어요?,,,,CharinSmile_Portrait,,,
,122,VerandaDialogue,김진혁,음...,,,,NamNormal_Portrait,,,
,,,,회사에서 만든 게임들은 제가 원하는 게임이 아니었어요.,,,,,,,
,,,,말 그대로 일이죠.,,,,,,,
,,,,저를 채워주는...그런 느낌이 없었어요.,,,,,,,
,123,VerandaDialogue,이채린,...,,,,CharinNormal_Portrait,,,
,,,,확실히...그럴 수 있겠네요.,,,,,,,
,124,VerandaNarration,,(이 뒤로도 누나와 꿈에 대해서 얘기를 나눴다.),,,,,,,
,,,,(서로 이런 얘기를 하고 싶었던 거 같다.),,,,,,,
,,,,(꿈에 대해서 상대방과 얘기하는 건 누나랑 나랑 둘 다 처음이다.),,,,,,,
,125,VerandaDialogue,이채린,좋네요.,,,,CharinNormal_Portrait,,,
,,,,꿈이란 게 참...알다가도 모르겠네요.,,,,CharinSmile_Portrait,,,
,126,VerandaDialogue,김진혁,그러게요...,,,,NamNormal_Portrait,,,
,127,VerandaDialogue,이채린,...후,,,CV_Smoking_Illustration,CharinNormal_Portrait,,,
,128,VerandaDialogue,김진혁,...,,,,NamNormal_Portrait,,,
,129,VerandaDialogue,이채린,진혁씨@ 혹시 술 좋아해요?,,,CV_HandSmoke_Illustration,CharinSmile_Portrait,,,
,130,VerandaDialogue,김진혁,술이요?,,,,NamNormal_Portrait,,,
,131,VerandaDialogue,이채린,네.,,,,CharinSmile_Portrait,,,
,132,VerandaDialogue,김진혁,음...주면 마시는 편이에요.,,,,NamSuprised_Portrait,,,
,133,VerandaDialogue,이채린,음...,,,,CharinNormal_Portrait,,,
,,,,그럼 내일 저랑 술 마실래요?,,,,CharinSmile_Portrait,,,
,134,VerandaDialogue,김진혁,네...?,,,,NamSuprised_Portrait,,,
,,,,(갑자기 술 마시는 건 좀 갑작스러운데...),,,,,,,
,,,,(설마 막 나가서 술 마시는...그런 건 아니겠지...?),,,,,,,
,,,,(나가서 술 마시는 건 좀 힘든데...),,,,,,,
,135,VerandaDialogue,이채린,나가서 마시는 거 말고@ 여기 베란다에서 마셔요.,,,,CharinSmile_Portrait,,,
,,,,이런저런 얘기 하면서...어때요?,,,,,,,
,136,VerandaDialogue,김진혁,(나가는 것만 아니면...상관없긴 하지.),,,,NamNormal_Portrait,,,
,,,,베란다면...좋아요.,,,,NamSmile_Portrait,,,
,137,VerandaDialogue,이채린,좋아요~,,,,CharinEyeSmile_Portrait,,,
,,,,술은 제가 사올게요. 좋아하는 술 있어요?,,,CV_NoSmoke_Illustration,,,,
,138,VerandaDialogue,김진혁,딱히 상관없어요.,,,,NamSmile_Portrait,,,
,139,VerandaDialogue,이채린,그럼 제가 좋아하는 맥주 사올게요. 그래도 되죠?,,,,CharinEyeSmile_Portrait,,,
,140,VerandaDialogue,김진혁,네.,,,,NamSmile_Portrait,,,
,,,,안주는 제가 챙겨 올게요.,,,,,,,
,141,VerandaDialogue,이채린,센스 있는데요~,,,,CharinEyeSmile_Portrait,,,
,142,VerandaDialogue,김진혁,육포 어때요?,,,,NamSmile_Portrait,,,
,143,VerandaDialogue,이채린,육포 좋죠.,,,,CharinSmile_Portrait,,,
,144,VerandaDialogue,김진혁,알겠어요.,,,,NamSmile_Portrait,,,
,,,,근데 누나 술 좋아하시나 봐요? 되게 좋아하시네요.,,,,,,,
,145,VerandaDialogue,이채린,술 좋아하죠~,,,,CharinSmile_Portrait,,,
,,,,혼자 말고 사람이랑 술 마시는 건 진짜 오랜만이라 약간 들뜬 거 같아요.,,,,CharinEyeSmile_Portrait,,,
,,,,그럼 진혁씨@ 내일봐요.,,,,,,,
,,,,육포 까먹지 말고요~,,,,,,,
,146,VerandaDialogue,김진혁,알겠어요@ 누나 ㅋㅋㅋ,,,,NamSmile_Portrait,,,
,,,,(누나랑...),,,Veranda_Illustration,,,Beranda_Sound_SFX,
,,,,(술...),,,,,,,
,,,,(오늘은 푹 자야겠다.),,,,,,,
,,,,(내일은 오랜만에 편의점 가야겠네.),,,,,,,
,,,,(얼마만에 나가는거지...),,,,,,,
,,,,(누나 때문에 밖에 나가게 될 줄 몰랐네.),,,,,,,
,,,,(슬슬 들어가자.),,,,,,,
1050,1,VerandaDialogue,김진혁,(오늘...),,,Veranda_Illustration,NamNormal_Portrait,,,NormalTalk_BGM
,,,,(술 마시는 날.),,,,NamSmile_Portrait,,,
,,,,(마지막으로 술 마신 게 언제더라...),,,,,,,
,,,,(작년이었었나...),,,,,,,
,,,,(뭐 여튼 오랜만에 술 마시는 거니까 실수 하지 말고 마셔야겠다.),,,,,,,
,,,,(누나 언제 나오시려나...),,,,,,,
,,,,(일단 육포부터 까놔야겠다.),,,,,,,
,,,,(...),,,,,,,
,,,,(...),,,,,,,
,,,,(이렇게 해두면 먹기 편하겠다.),,,,,Meat_DisplayItem,,
,,,,(그나저나 누나가 무슨 술 사 왔으려나.),,,,,,,
,,,,(자기가 좋아하는 술 사 온다고 했는데.),,,,,,,
,,,,(어@ 누나다.),,,,,,,
,2,VerandaDialogue,이채린,오늘도 먼저 나와계셨네요.,,,,CharinNormal_Portrait,,Beranda_Sound_SFX,
,,,,잠시만요.,,,,CharinSmile_Portrait,,,
,,,,진혁씨@ 육포는 잘 챙겨왔죠?,,,CV_NoSmoke_Illustration,,,,
,3,VerandaDialogue,김진혁,네@ 누나 먹기 편하게 까놨어요.,,,,NamSmile_Portrait,,,
,4,VerandaDialogue,이채린,오~ 진혁씨 센스 좋네요.,,,,CharinSmile_Portrait,,,
,,,,자 여기 술이에요.,,,,,Kass_DisplayItem,,
,,,,술 이거 괜찮죠?,,,,,Kass_DisplayItem,beer_open_SFX,
,5,VerandaDialogue,김진혁,네@ 상관없어요.,,,,NamSmile_Portrait,Kass_DisplayItem,,
,,,,딱히@ 가리는 술은 없어서 괜찮아요.,,,,,Kass_DisplayItem,,
,6,VerandaDialogue,이채린,다행이네요 ㅋㅋㅋ,,,CV_HandBear_Illustration,CharinSmile_Portrait,,,
,,,,혹시 싫어하는 술일까 봐 걱정했어요.,,,,,,,
,,,,자@ 그럼 짠하기 전에...,,,,,,,
,,,,혹시 주량 몇 병이에요?,,,,,,,
,7,VerandaDialogue,김진혁,아...저...,,,,NamNormal_Portrait,,,
,,,,(음...아마 내 기억상으로는 1병까진 버텼던 걸로 기억하는데...),,,,,,,
,,,,(아닌가...?),,,,,,,
,,,,술 안 마신 지 오래돼서...아마 한 병? 그 정도 일 거에요.,,,,NamSmile_Portrait,,,
,8,VerandaDialogue,이채린,음~ 알겠어요.,,,,CharinSmile_Portrait,,,
,,,,그럼 우리 둘 다 취하지는 않겠네요. 저도 한 1병 정도 마시거든요.,,,,,,,
,9,VerandaDialogue,김진혁,다행이네요.,,,,NamSmile_Portrait,,,
,10,VerandaDialogue,이채린,그러면 짠할까요?,,,CV_StartBear_Illustration,CharinEyeSmile_Portrait,,,
,,,,짠~,,,,,,,
,11,VerandaDialogue,김진혁,짠~,,,,NamSmile_Portrait,,,
,12,VerandaDialogue,이채린,...,,,CV_DrinkBear_Illustration,CharinEyeSmile_Portrait,,,
,13,VerandaDialogue,김진혁,...,,,,NamSmile_Portrait,,,
,14,VerandaDialogue,이채린,캬~ 좋네요.,,,CV_EndBear_Illustration,CharinEyeSmile_Portrait,,,
,15,VerandaDialogue,김진혁,(헐@ 저 많은 걸 원샷했네.),12,,,NamSuprised_Portrait,,,
,16,VerandaDialogue,김진혁,음...누나!,,,CV_HandBear_Illustration,NamSmile_Portrait,,,
,17,VerandaDialogue,이채린,음? 진혁씨 왜요?,,,,CharinSmile_Portrait,,,
,18,VerandaDialogue,김진혁,누나@ 여기요.,,,,NamSmile_Portrait,DiffuserGift_DisplayItem,,
,19,VerandaDialogue,이채린,어@ 이게 뭐예요?,,,,CharinSuprised_Portrait,DiffuserGift_DisplayItem,,
,20,VerandaDialogue,김진혁,누나 이사 가니까 선물 하나 사봤어요.,,,,NamSmile_Portrait,DiffuserGift_DisplayItem,,
,,,,이사 가시는데 아무것도 안 챙겨 드리는것도 좀 그래서 하나 챙겨봤어요.,,,,,DiffuserGift_DisplayItem,,
,21,VerandaDialogue,이채린,헐@ 고마워요.,,,,CharinSuprised_Portrait,DiffuserGift_DisplayItem,,
,,,,열어봐도 돼요?,,,,CharinEyeSmile_Portrait,DiffuserGift_DisplayItem,,
,22,VerandaDialogue,김진혁,네@ 별건 아니고 디퓨저에요.,,,,NamSmile_Portrait,Diffuser_DisplayItem,,
,23,VerandaDialogue,이채린,와@ 향기 너무 좋다.,,,,CharinEyeSmile_Portrait,Diffuser_DisplayItem,,
,,,,맘에 들어요.,,,,,Diffuser_DisplayItem,,
,24,VerandaDialogue,김진혁,다행이에요.,,,,NamSmile_Portrait,,,
,25,VerandaDialogue,이채린,방에 꼭 둘게요~,,,,CharinEyeSmile_Portrait,,,
,26,VerandaDialogue,김진혁,네 ㅋㅋㅋ,,28,,NamSmile_Portrait,,,
,27,VerandaDialogue,김진혁,(선물은...음...됐다...),,,,NamNormal_Portrait,,,
,28,VerandaDialogue,이채린,잠시만요@ 담배...,,,CV_NoSmoke_Illustration,CharinNormal_Portrait,,,
,29,VerandaDialogue,김진혁,네...?,,,,NamNormal_Portrait,,,
,,,,마시면서 필려고요...?,,,CV_HandSmoke_Illustration,,,,
,30,VerandaDialogue,이채린,...안되나요?,,,,CharinSuprised_Portrait,,,
,31,VerandaDialogue,김진혁,아니@ 뭐...상관은 없긴 한데...건강에 너무 안 좋지 않나요?,,,,NamNormal_Portrait,,,
,32,VerandaDialogue,이채린,에이@ 뭐 아무렴 어때요. 하루 정도는 괜찮지 않을까요?,,,,CharinEyeSmile_Portrait,,,
,33,VerandaDialogue,김진혁,...,,,,NamNormal_Portrait,,,
,,,,그렇네요@ 하루정도는 뭐~ 괜찮겠죠.,,,,NamSmile_Portrait,,,
,34,VerandaDialogue,이채린,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,,,,좋아요~,,,,,,,
,,,,...후,,,CV_Smoking_Illustration,CharinNormal_Portrait,,,
,,,,이 맛이지...,,,,CharinEyeSmile_Portrait,,,
,35,VerandaDialogue,김진혁,(누나 진짜 행복해 보이네...),,,CV_HandSmoke_Illustration,NamSmile_Portrait,,,
,,,,누나 궁금한 게 누난 주사 같은 거 있어요?,,,,,,,
,36,VerandaDialogue,이채린,음...주사라...,,,,CharinNormal_Portrait,,,
,,,,기억이 가물가물하긴 한데...,,,,,,,
,,,,아@ 맞다. 기억났어요.,,,,CharinSmile_Portrait,,,
,37,VerandaDialogue,김진혁,어떤 거에요?,,,,NamNormal_Portrait,,,
,38,VerandaDialogue,이채린,말투가...조금 변해요.,,,,CharinNormal_Portrait,,,
,39,VerandaDialogue,김진혁,말투요...?,,,,NamSuprised_Portrait,,,
,40,VerandaDialogue,이채린,어...음...,,,,CharinNormal_Portrait,,,
,41,VerandaDialogue,김진혁,(어떤거지...?),,,,NamNormal_Portrait,,,
,42,VerandaDialogue,이채린,궁금...해요?,,,,CharinSmile_Portrait,,,
,43,VerandaDialogue,김진혁,(저렇게 얘기하니까 진짜 궁금하다.),,,,NamNormal_Portrait,,,
,,,,네@ 그렇게 얘기하시니까 궁금하네요 ㅋㅋㅋ,,,,NamSmile_Portrait,,,
,44,VerandaDialogue,이채린,음...ㅋㅋㅋ,,,,CharinSmile_Portrait,,,
,,,,일단@ 반말을 엄청 해요.,,,,,,,
,45,VerandaDialogue,김진혁,(와...누나가 반말하는 거 뭔가 상상이 안 간다...),,,,NamSuprised_Portrait,,,
,46,VerandaDialogue,이채린,그리고 약간 애교 섞인 말투로 변해요...,,,,CharinEyeSmile_Portrait,,,
,47,VerandaDialogue,김진혁,(...!),,,,NamSuprised_Portrait,,,
,48,VerandaDialogue,이채린,기대하지 마요 ㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,,,,오늘 취할 생각은 없으니까요 ㅋㅋㅋ,,,,,,,
,49,VerandaDialogue,김진혁,아쉽네요...,,,,NamNormal_Portrait,,,
,50,VerandaDialogue,이채린,뭐가 아쉬워요 ㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,,,,그럼 진혁씨는 주사 있어요?,,,,CharinSmile_Portrait,,,
,,,,뭔가 진혁씨 주사는 상상이 잘 안되긴 하는데...음...,,,,,,,
,51,VerandaDialogue,김진혁,한 번 맞춰보실래요?,,,,NamSmile_Portrait,,,
,52,VerandaDialogue,이채린,음...,,,,CharinNormal_Portrait,,,
,,,,음......,,,,CharinCloseEye_Portrait,,,
,,,,음.........,,,,CharinCloseEye_Portrait,,,
,,,,음........................,,,,CharinCloseEye_Portrait,,,
,53,VerandaDialogue,김진혁,(너무 오래 고민하는 거 아닌가?),,,,NamSuprised_Portrait,,,
,54,VerandaDialogue,이채린,잠자는 거...?,,,,CharinSmile_Portrait,,,
,55,VerandaDialogue,김진혁,하하,,,,NamNormal_Portrait,,,
,,,,아쉽게도 틀렸습니다.,,,,NamSmile_Portrait,,,
,56,VerandaDialogue,이채린,흠...,,,,CharinNormal_Portrait,,,
,,,,그러면 진짜 모르겠어요...주사 어떤 거에요?,,,,CharinSmile_Portrait,,,
